book_id,publisher,num_pages,publication_day,isbn13,publication_month,edition_information,publication_year
19146291,Avain,191,,9789516927605,,,2011
456392,McClelland & Stewart,221,14,9780771000034,5,,1983
353344,Tuttle Publishing,165,15,9780804815222,12,,1989
13143574,Krupskaya,220,4,9781928650324,10,,2011
1720388,Red Hen Press,80,1,9781597090810,3,,2007
29220858,Oxford University Press (The World's Classics),277,,,,,1955
2368865,,,,,,,2007
1432423,Not Avail,,13,9780198319887,7,,1995
1786635,Umuzi,112,22,9781415200124,1,,2006
13152952,Knopf,96,10,9780307959324,7,,2012
9713010,,257,,9788807821196,,,
26867235,"Jon H. Gutmacher, P.A.",102,22,9780964195882,9,,2015
29936786,University of Arizona Press,104,4,9780816533442,10,,2016
277073,Saturnalia Books,67,1,9780975499047,1,,2007
15713674,,,,,,,
16171781,Devenir/Juan Pastor Editor,208,,9788492877379,11,,2011
26246555,,,,,,,
549295,"Oxford University Press, USA",418,2,9780199265381,3,,2006
965903,Siglo XXI,265,,9788432306907,,,1993
23649629,Cubanabooks,170,1,9780982786062,11,,2014
23274366,Academia,152,,9788020018199,,Filmova rada,2009
18281026,LOM Ediciones,110,,9789562827416,,1a Ed.,2007
9412141,Amorphous Productions,45,,9780557463343,,1st Edition,2010
1938919,,,,9782070406326,,,
35237240,CAITLIN PRESS,96,15,9781987915471,6,,2017
1833656,Crescent,124,12,9780517282847,12,,1988
2117001,Glas,191,16,9785717200585,1,,2002
9598618,LSU Press,96,26,9780807137567,4,,2010
2046902,,,,9780156941853,,,
6610063,bd`t `lmy@,303,,,11,,2007
22606477,Penguin India,88,21,9780143418160,5,,2012
8076394,,35,,,,,
11707229,Gerhagerrd Steidl,40,21,9783869302096,4,,2011
22031183,E. P. Dutton & Co,472,,,,,1962
21918261,"Saddleback Educational Publishing, Inc.",243,1,9781622508839,1,,2015
6547840,HarperCollins,176,23,9780061430947,2,,2010
2347014,University of Arkansas Press,63,1,9781557281609,9,,1990
1188458,City Lights Books,124,1,9780872861466,6,,1983
16180884,Popcorn Press,128,31,9781480136168,10,,2012
28856,University Press of New England,131,1,9780874518535,3,,1998
25003123,Etched Press,22,,9781935847052,2,,2015
23131841,,,,,,,
32939428,Penguin Random House,165,,9788491051725,3,,2016
28205546,Salmon Publishing Ltd.,80,28,9781910669228,2,,2016
8863537,,,,9781897181348,,,
34743858,Tiden,78,,9788210055812,,,2017
1387570,Story Line Press,170,1,9781885266002,9,,1995
7846664,Milkweed Editions,96,1,9781571314383,10,,2010
7846665,Wesleyan University Press,222,15,9780819569295,5,,2010
19100504,Elegeia,47,,9789608958012,,,2008
1222250,University of Pittsburgh Press,120,17,9780822954552,12,,1991
6050393,Faber & Faber,39,1,9780571093908,12,,1970
30845936,STOMATA,249,23,9786021526873,5,,2016
10496292,Texas Review Press,320,16,9781933896649,12,,2010
98843,Grand Central Publishing,288,1,9780446679046,10,,2002
98848,,,,9780715626771,,,
7627932,lmw'ss@ l`rby@ lldrst wlnshr,120,,,,,2002
13409749,Siir Ati,32,,,,,
2885976,Margaret K. McElderry Books,32,1,9781416906957,7,,2008
858400,Knopf,144,26,9780679416449,4,,1994
35106523,,,,,,,
6680069,Penguin Books,,2,9780143117742,9,,2009
7016263,,,,9780821401125,,,
301096,Grosset & Dunlap,249,15,9780448405339,8,,1993
622906,Wesleyan,182,1,9780819512017,12,,1991
1121205,Graywolf Press,88,1,9781555972738,4,,1998
1971143,Penguin,160,26,9780141024554,4,,2007
367802,New Directions Publishing Corporation,203,18,9780811202053,12,,2002
166309,Asphodel Press,288,1,9781559213158,6,,2007
18079606,Marian Wood Books/Putnam,112,20,9780399165467,3,,2014
7769271,www.bnpublishing.com,84,10,9781607962090,1,,2010
15685895,Garzanti Libri,424,,9788811669265,,,2001
471128,University of Pittsburgh Press,112,12,9780822957973,2,,2003
335104,Ronsdale Press,105,16,9780921870289,9,,1994
34610177,Lulu.com,232,24,9781365735028,2,1,2017
442925,William Morrow & Company,94,1,9780688023966,12,,1983
229670,New Directions Publishing Corporation,388,1,9780811213288,7,,1996
1410438,Jane Nissen Books,64,1,9781903252123,9,,2002
443527,Blue Pacific Books,181,12,9780915520176,1,,1978
1292697,Scribner Book Company,134,1,9780374272555,9,,2000
503488,2.13.61,352,1,9781880985373,8,,1997
673202,Orchard Books (NY),,1,9780531068540,9,,1994
24568227,Perigree Books,108,,,,,1989
430788,Chronicle Books (CA),70,1,9780811816496,10,,1997
430789,Edge Books,110,1,9781890311087,1,,2000
33837986,,,,,,,
18587873,Companhia das Letras,258,,9788535921243,6,1,2012
6224728,Metis Yayinlari,160,,9789753421256,12,,1990
23605008,Bloomsbury USA,232,20,9781408865736,10,Reader's Edition,2015
3280844,,,,9780446579070,,,
17343779,Ahsahta Press,144,1,9781934103401,5,,2013
12650658,Noemi Press,64,1,9781934819203,12,,2011
1284155,,,,9789798793066,,,
1331651,Coffee House Press,108,1,9781566891783,9,,2005
87866,,,,9789645983916,,,
29398099,Jurgen Maas,96,3,9789491921216,3,1,2016
1012923,Wesleyan University Press,,1,9780819560223,5,,1971
39108,Caedmon,,5,9780060514297,11,,2002
39105,William Morrow,96,14,9780688149895,2,,1997
31934665,MoonDance Press,48,1,9781633221505,5,,2017
246056,Arkana,80,,9780140195729,,,1998
27851202,,,,,,,
21534970,Southern Illinois University Press,80,4,9780809333875,2,,2015
32859744,Ekdoseis Pelekanos,383,,9789604009992,,,2007
13368966,The Folio Society,97,,,,,2011
25132849,Patridge Publishing,180,24,9781482846065,3,print on order,2015
35712804,Remzi Kitabevi,150,,,,Turkce'de 1. baski: 1938,1955
28330680,msrt llnshr wltwzy`,230,,9789996690167,11,lTb`@ l'wl~,2015
1297958,University of Pittsburgh Press,104,28,9780822960003,9,,2007
13324706,Papaveria Press,32,,,,,2011
3123992,Luna Bisonte Prods,14,,,,,1979
13287175,Random House,54,,,3,1st ed.,1970
1737826,,,,9789712703560,,,
833122,"Farrar, Straus and Giroux",160,11,9780374513511,6,,2001
833121,,112,,9789500301909,,,
1617912,Houghton Mifflin Harcourt P,,1,9780152035501,3,,1994
1923043,,,,9780965870832,,,
307449,WordSong,80,1,9781932425826,10,,2006
6531720,Raw Dog Screaming Press,102,9,9781933929316,6,,2009
1528371,Bentang Pustaka,158,,,9,,2006
3005158,Les belles lettres,105,,9782251799070,2,Bilingual edition : Ancient Greek / French,1997
24951144,University of California Press,147,,,,"2nd, Bilingual edition",1966
12022307,Brilliance Audio,,2,9781455842445,2,,2012
150251,Vintage,260,28,9780375708428,3,,2000
28503633,Fourth Estate,123,,9780008137199,,,2015
865700,,,,9780809500451,,,
160959,IndyPublish.com,,1,9781421911700,5,,2005
12613859,,,,2940013066472,,,
33120520,mnshwrt lmtwsT,308,,,,l'wl~,2016
544173,Booksales,480,1,9780785801689,3,,2001
665165,Wesleyan,80,1,9780819561053,10,,1985
1602310,dusie,,,,,,2007
9297621,dr lktb l`lmy@ llnshr,462,,,,,
2773582,Skylight Paths Publishing,326,1,9781594732461,2,,2008
25074144,Third Man Books,200,21,9780991336135,7,,2015
6554617,Gomer Press,190,30,9781843233077,9,,2003
29940340,Columbia University Press,288,27,9780231179720,9,,2016
272397,Scholastic Inc.,32,1,9780531071755,9,,2000
30321089,Gradifco,160,,9789871093410,4,,2005
22891899,Seren,72,1,9781781721933,10,,2014
2137373,Scholastic Press,40,1,9780439584012,5,,2008
18590882,Faber  Faber,128,6,9780571311866,2,,2014
17675167,Black Lawrence Press,75,11,9781937854973,2,,2014
1637752,Turtleback Books,,19,9780833598905,9,,1998
203857,Houghton Mifflin,1706,14,9780618532988,12,,2004
11043126,"Pocket Books, Inc.",,,,,,1945
9862398,,,,2940012693761,,,
20085689,,,,,,,
17076273,Pedlar Press,90,15,9781897141533,3,,2013
27467265,Outskirts Press,52,30,9781478754367,10,,2015
26653381,The University of Akron Press,62,1,9781629220307,9,,2015
24959600,,,,,,,
1591867,Barnes Noble,103,,9781566190367,,,1994
25142854,Ecco,128,1,,12,,2015
593236,HarperCollins,96,6,9780060256531,1,,2015
2015794,`lmy w frhngy,,,,,chp wl,1996
29534007,Brain Mill Press,52,14,9781942083344,3,,2016
65158,,232,,9788475174846,,,
65156,,,,9788475175218,,,
671130,Basic Books,228,1,9780465004317,6,,1987
32801250,Simon & Schuster Paperbacks,374,,,7,Folger Shakespeare Library,2012
22750454,ECW Press,96,14,9781770412415,4,,2015
11298290,,24,,,,,2005
1703095,Candlewick,32,14,9780763629601,3,,2006
16103027,Punk & Sissy Publications,54,,9781478263425,6,1st,2012
23213566,,,,,7,3rd,2014
26889782,New Directions,96,28,9780811225540,6,,2016
26889783,New Directions,112,28,9780811225175,6,,2016
15017810,Birds,92,5,9780982617779,6,First,2012
8548229,Metis Yayincilik,77,,9789753425612,4,,2009
7436455,Rust Buckle Books,102,1,,1,,2010
13825837,Ilium Press,366,8,9780983300229,1,,2012
651691,,198,,9788175953192,,,
6779855,"Farrar, Straus and Giroux",240,27,9780374174293,10,,2009
2022900,W. W. Norton & Company,61,2,9780393014945,12,,2005
17080110,Longman Publishing Group,1152,19,9780321880949,1,,2013
13491859,,,,,,,
4910870,St. Martin's Griffin,288,3,9780312533809,3,,2009
27178916,Heart Ally Books,,3,9781631070082,6,,2016
15716445,mnshwrt ljml,400,,,,lTb`@ l'wl~,2007
100463,Louisiana State University Press,100,1,9780807102855,12,,1975
6102592,Copper Canyon Press,,1,9780914742456,4,,1979
35489040,Andrews McMeel Publishing,160,26,9781449492038,9,,2017
11756657,mnshwrt ljml,158,,,,1st edition,2009
16089087,,36,1,,1,,2011
24524669,Aden,110,5,9782930402123,9,,2005
36111160,Sansoni Editore,279,,9788838307171,,,1989
461928,,27,,9780937406038,,,
461929,Barrytown Limited,54,1,9781886449787,1,,1998
461922,George Braziller,229,1,9780807612408,3,,1990
1759803,Norvik Press,157,1,9781870041614,11,,2005
25317406,,,,,,,
2012472,Dergah Yayinlari,176,,9789759952396,3,,2014
151945,Michigan State University Press,143,31,9780870135903,3,,2002
669593,Wesleyan,112,1,9780819512079,10,,1993
20587572,klmt llnshr,,,9789777193276,,,
15717614,Otava,50,,,,,1962
138193,Square Fish,32,1,9780805072303,10,,2002
29987576,hshyt 'nTwn,187,,,,nwfl,2015
31945208,Coffee House Press,112,4,9781566894708,7,,2017
12614883,,36,,,9,,1967
1082512,,,,9789875505988,,,
1463571,Green Integer,140,1,9781931243438,10,,2002
6540285,Tuttle Publishing,87,1,9780804831253,9,,1997
27070605,City Lights Publishers,94,12,9780872867031,7,,2016
6466765,ungovernable press,41,13,,5,,2009
20520995,"Harcourt, Brace and Company, Inc.",,,,,,1936
21453689,Global Editora,176,,9788526017061,,,
26835270,dr Sf llnshr wltwzy`,480,,,,,
1338832,National Book Trust (NBT),456,,9788123741079,,,2004
1321824,Redbone Press,89,1,9780965665964,10,,2004
30340,University of California Press,624,18,9780520024274,9,,1973
14060773,dr lwrq llnshr llyktrwny,107,,,,lSdr l'wl,2012
2851690,,,,9780801403507,,,
16097613,Dinah Press,109,1,9780985811419,12,,2012
35278310,,,,,,,
795314,"Scholastic,",,,9780439978071,,,
8145212,dr shrqyt,85,,,1,,2006
12537578,Turtleback Books,100,7,9781417642755,1,,2010
7638680,BiblioLife,,29,9781426403910,5,Large Print,2008
385196,BOA Editions Ltd.,88,1,9781929918485,4,,2004
385198,,,,9780300041507,,,
3886603,Pan Macmillan,64,1,9780330456258,9,,2008
18854147,Nimbus Publishing (CN),64,15,9781771080507,3,,2013
2297318,qTrh,168,,9789645958846,,,2007
48486,W. W. Norton  Company,144,17,9780393327441,2,,2006
23189221,Bitter Cherry Books,346,,9780990758204,11,,2014
9471417,Knopf,240,18,9780307270191,1,,2011
6323712,Red Hen Press,112,15,9781597091404,2,,2009
18468222,,,,,,,
595645,Clarendon Press,468,15,9780198146537,10,,1969
1665808,Alfaguara,,,9788420494203,,,
6816859,Caminho,109,,,,,2003
26132,"Hackett Publishing Company, Inc.",532,15,9780872205406,9,,2000
2236366,Skylark,45,1,9780553155518,2,,1989
16099628,Hanser,208,,9783446238572,,,2012
7018000,The North Beach Yacht Club,,,,,,2009
24380051,,,,,,,
29079081,i-biptr,,10,,2,,2016
13418403,dr Gryb,249,,,,lTb`@ l'wl~,1999
23249646,,,,,,,
18132347,Austral Basicos,,,9788467032680,,,2011
13059468,Future Tense Books,110,3,,1,,2012
462641,,,8,9780306809941,4,,2002
462647,Utah State University Press,,1,9780874212761,10,,1999
1404593,Penguin Books,,1,9780140424331,6,,2001
10745647,bngh trjmh w nshr khtb,300,,,,,1962
25640865,Rethinking Schools,,15,,4,,2015
15716301,Parantez,159,,,,,1983
630533,"Little, Brown Books for Young Readers",32,1,9780316703062,1,,2002
21896003,nwfl,103,,,,,2006
8663931,Carcanet Press Ltd.,64,1,9781847770455,4,,2010
18342416,House of Anansi Press,96,19,9781770894433,4,,2014
13578320,Porphyrogene Press,35,21,9781475090253,4,First Edition Paperback,2012
18715497,Tavern Books,70,,9781935635321,,first,2013
37088,Bloomsbury Arden Shakespeare,1360,10,9781904271031,9,,1998
8834468,University Press of Kentucky,95,12,9780813125992,8,,2010
6707504,,,,,,,
15804706,University of Arizona Press,112,11,9780816526741,10,,2012
24887391,,,,,,,
22281588,,,,9781936440665,,,
1364705,Bloodaxe Books,159,23,,9,,2002
6017893,Tls llnshr w lntj l`lmy,78,,0009773990923,,,
19466451,Editura ART,144,,9789731249490,,,2013
1211497,,,,9780385522274,,,
10602901,Tribun EU,78,,,,,2008
194024,Mariner Books,416,18,9780156654913,9,,1989
194025,HMH Books for Young Readers,96,1,9780152056124,10,,2006
194023,Mariner Books,608,3,9780156030793,4,,2006
6187968,Little Brown and Company,126,31,9780316650816,12,First Edition,1988
13579750,Antrim House,80,18,9781936482184,3,,2012
2402457,Signet,256,,,,,1962
10397160,dr lHrm lltrth,148,,,,,
29065015,Andrews McMeel Publishing,208,6,9781449478650,10,,2015
5986817,Harry N. Abrams,224,1,9780810906365,4,,2009
1173827,,,,9780072491562,,,
33005843,Nine Arches Press,,,,,,2016
13069120,McClelland & Stewart,104,27,9780771050084,3,,2012
1783909,Faber  Faber,,1,9780571168088,4,,2004
23926619,Fakel Ekspres,86,,9789549772913,,,2014
6744553,Yapi Kredi Yayinlari,247,,,,,2008
27880343,Yes Yes Books,40,15,,11,,2015
11551388,,,,9780857382467,,,
35125118,Amazon,40,,9781521003589,,,
22733645,Suma de letras,335,26,9788483659168,11,,2014
28171924,,,,,,,
10503350,,,,,,,
18296525,dr lqlm,110,,,,lTb`@ l'wl~,1978
18935342,,,,,,,
824737,Carnegie-Mellon University Press,,1,9780887481956,4,,1995
17374356,Printa,211,,9789607408723,,,2008
17374352,Caffeinated Books Publishing,10,14,9781939997548,2,2nd,2013
13500354,Frantisek Borovsky,227,,,,,1937
25865769,Fence Books,46,25,,3,,2014
21480987,Brine Books Publishing,96,21,9780992033163,3,,2014
6515163,Candlewick Press,48,28,9780763631741,7,,2009
400227,Sarabande Books,81,1,9781889330716,7,,2002
66856,,,,9781592402489,,,
1633357,New Directions Publishing Corporation,83,1,9780811210812,1,,1989
1386501,Porcupine's Quill,93,1,9780889842885,3,,2006
303529,New Directions Publishing Corporation,93,1,9780811200257,12,,1962
303525,City Lights,105,1,9780872860889,1,,2001
303527,New Directions,120,17,9780811200264,1,,1970
9057961,,,,,,,
17329197,The Westbourne Press,112,,9781908906168,3,,2013
1281320,Longman Publishing Group,1448,19,9780321093646,8,,2002
1281329,,,,9780060909895,,,
307076,,510,1,9780674991576,7,,1989
29501658,Canongate UK,128,1,9781782117933,11,,2016
24686422,,,,,,,
29408429,,186,,,2,,2016
23265562,Yapi Kredi Yayinlari,284,,9789750805984,1,,2012
11398103,,,,,3,,2011
1856266,Editorial Presenca,184,,9789722317160,10,,1993
50516,Ecco,176,21,9780876859681,6,,2002
16197057,dr l`wd@ - byrwt,878,,,,,1986
225198,Knopf Books for Young Readers,48,11,9780375823848,2,,2003
31819776,,,,,,,
23156298,,108,,9789646194328,,,2010
29491487,Penguin Classics,52,3,9780241252055,3,Penguin Little Black Classics,2016
311140,Editions Larousse,,,9782038700206,,,
23337274,Texture Press,104,26,9780692300046,9,,2014
20702469,Wave Books,144,2,9781933517940,9,,2014
31352737,Viestintatoimisto Kirjokansi,835,,9789527142004,1,,2016
22820955,Everyman's Library,255,,,,,1998
34453837,Zhanet 45,52,,9786191863037,,,2017
9440551,Thomas Y. Crowell Company,112,,,,Second Printing,1965
22875178,Frances Lincoln,112,6,9780711236486,4,,2015
7248483,Mud Luscious Press,298,1,,1,,2010
28797679,i-biptr,,,,1,,2016
18039978,,156,,,,,1970
798108,WordSong,48,1,9781563976391,1,,1997
9541339,Kedros,27,,9789600402841,,,1990
12871950,Write Bloody Publishing,97,11,9781935904120,3,,2011
23476872,Aldrich Press,75,7,9780692278338,9,First,2014
17836020,University of Notre Dame Press,136,28,9780268033897,8,,2013
10648051,Kimberly Kinrade,120,12,9780615446950,2,,2011
18225773,,132,,,,,
34753013,,,,,,,
15893111,Wilfrid Laurier University Press,164,1,9781554588282,2,,2013
15893112,Wilfrid Laurier University Press,72,1,9781554588299,2,,2013
404532,Penguin Books,160,1,9780140588965,6,,1998
150384,Green Integer,112,1,9781933382005,7,,2005
160889,Black Dog & Leventhal,192,6,9781579122898,6,,2003
155401,University of Arizona Press,96,1,9780816519934,1,,2000
6532046,,,,9781402744174,,,
2797303,WordSong,144,1,9781932425888,3,,2008
5655146,HMH Books for Young Readers,56,1,9780152020194,10,,2000
19187060,,,,,,,
17846119,dr l`wd@,71,,,,Eleventh,1993
17846117,,,,,,,
18371035,El Pais,158,,9788498153521,,1st edition,2009
4609421,,213,,,,,2008
141453,,,,9780231080286,,,
3010149,McClelland & Stewart,80,18,9780771070464,3,,2008
28792467,Stichting CPNB,14,,9789059653573,1,,2016
22064127,Yapi Kredi Yayinlari,63,,9789750826757,,,2014
640451,Hesperus Press,144,1,9781843911012,9,,2004
13818802,Iron,96,1,9780956572530,4,,2012
21535633,Talonbooks,128,12,9780889229082,11,,2014
396008,Signature Books,88,1,9781560851073,10,,1997
790540,New Directions Publishing Corporation,145,1,9780811204781,12,,1973
21354653,,,,9781409144328,,,
44552,Coffee House Press,377,1,9781566891127,6,,2001
3034303,Anchor,343,,,,,1959
427881,Oxford University Press (UK),416,29,9780198150053,12,,1994
2711857,2.13.61,160,10,9783934790056,8,,1998
23204884,Cappelen Damm,48,7,9788202442019,8,,2014
20706718,Grand Central Publishing,240,7,9781455519132,10,,2014
11361670,lmw'ss@  l`rby@ lldrst wlnshr,133,,,,lTb`@ l'wl~,1983
10086993,Zhanet 45,53,,,6,,2005
806158,de Gruyter,184,1,9789027932112,4,,1975
31827493,Vine Leaves Press,70,12,9781925417227,12,,2016
28359571,dr knwz lm`rf@ llnshr w ltwzy`,400,,,,qSy'd tnshr l'wl mr@,2013
28359573,ESPASA CALPE,352,,9788467037678,,,2011
2728476,Henry Holt & Company,104,1,9780805027563,1,,1994
19070519,,,,,,,
682744,Cambridge University Press,303,15,9780521291071,2,,2003
12390249,A. Baranausko ir A. Zukausko-Vienuolio memorialinis muziejus,,,,,,1997
6001130,Turtleback Books,,10,9781417702206,9,,1997
23574171,"David Carlyle, sold by Amazon Digital Services",58,16,,11,,2014
23472128,The New American Library,288,,,8,,1954
298424,HarperCollins,160,19,9780380797035,2,,2002
14059269,sunnyoutside,7,,9781934513347,,Limited Edition Chapbook,2012
369968,W. W. Norton  Company,288,17,9780393036756,10,,1994
369961,Carcanet Press,,1,9781903039786,9,,2007
9835122,Sonzogno,679,30,,5,Ristampa stereotipata,1958
15810681,Faber & Faber,115,2,9780571289035,8,,2012
29919459,Sidebrow Books,76,1,9781940090054,5,,2016
1549561,University of Arizona Press,99,1,9780816519323,12,,1998
1686698,Sterling Juvenile,286,1,9780806919560,5,,2008
4606457,Faber  Faber,,5,9780571234639,4,,2007
8580344,mnshwrt Gd@ lsmn,194,,,6,lTb`@ l'wl~,1979
667760,Wesleyan,81,15,9780819564665,7,,2001
9678,PerfectBound,400,7,9780060984205,10,,1992
792616,Carnegie-Mellon University Press,80,1,9780915604753,5,,1982
26262715,Old Man Mean Dog,28,,,,,2015
6623528,Southern Illinois University Press,304,5,9780809328420,8,,2009
24938008,Coconut Books,86,1,9781938055171,12,,2014
3016176,HarperFestival,,23,9780061658228,9,,2008
17971232,Kiepenheuer & Witsch,160,2,9783462045246,10,,2013
24476106,Two Sylvias Press,91,4,9780692270714,9,,2014
23112228,The Poetry Foundation,82,1,,9,,2014
587542,Macmillan,160,27,9780333488799,10,,1988
22267492,lmktb@ lsh`by@,95,12,,6,1,2014
3526486,,,,9781852247461,,,
34618636,,,,,,,
25622867,W. W. Norton  Company,256,8,9780393352252,2,,2016
25622868,Liveright,160,11,9780871407184,4,,2016
3775195,,,,9780571174539,,,
22002138,Nightboat Books,80,1,9781937658281,12,,2014
22002134,Nightboat Books,109,6,9781937658243,1,,2015
25176023,Knopf,142,29,9781101875438,9,,2015
25176025,lhyy'@ l`m@ lqSwr lthqf@,112,,,,,
10533696,Write Bloody Publishing,101,15,9781935904724,4,,2011
10533693,,,,9781935904700,,,
10533692,Write Bloody Publishing,103,1,9781935904687,4,,2011
18805616,Hanging Loose Press,156,12,9781934909324,11,,2013
36319520,Kafekultur Yayincilik,80,28,,9,,2017
18376947,Alan Corre,,23,,10,3rd,2012
18731243,Green Writers Press,96,12,9780989983846,5,,2014
22551793,Candlewick Press,56,10,9780763676445,3,,2015
22551795,Candlewick Press,160,10,9780763677299,3,,2015
137126,,,,9780912946191,,,
488414,,,,9780374527068,,,
8661830,Penguin Books,239,,,,"The Penguin Classics, #166",1956
143498,Dover Publications,96,24,9780486292748,9,,1996
2941322,,,,9780860686873,,,
375402,Hard Press,64,3,9781406929133,11,,2006
982487,,,,9781417913497,,,
7889553,Talonbooks,120,24,9780889226203,7,,2009
16119929,http://en.wikisource.org/,8,,,,,2012
4833845,,,,9783458327103,,,
1372669,Arte Publico Press,52,1,9780934770248,6,,1994
22672190,dancing girl press & studio,36,,,,,2014
3305458,Musehick Publications,49,25,9781411687301,3,second,2006
9398862,,,,9780374174767,,,
7340791,,,,9780971474611,,,
13513248,Radhakrishn Prakashan,64,,9788171197941,,,2008
18516230,Versus Kitap Yayinlari,320,,9789944989619,,,2008
2650946,WSOY,308,,9789510082836,,,1979
11019532,Curbside Splendor Publishing,67,2,9780983422815,7,1,2011
8962649,Scrambler Books,75,,,9,First Printing,2010
25065674,Penguin Audio,,6,9780698175976,3,,2014
6297481,Adventures in Poetry,272,1,9780976161264,11,,2008
16373631,Fra,80,,9788087429372,,,2012
2737548,,58,1,9780405019029,1,,1942
8536792,dr ljdyd,183,,,,,1998
20890364,Mirananda,122,,9789062715084,,jubileum-uitgave,1977
818498,W. W. Norton & Company,95,1,9780393036749,3,,1999
385867,New Directions Publishing Corporation,64,1,9780811213073,10,,1995
6985547,Simon  Schuster,624,1,9781416540168,8,,2006
11342976,Angus & Robertson,48,,9780207142468,,Previously published in 1933,1981
28053794,,,,,,,
14760947,Atheneum,79,,,,First Edition,1968
1832280,Ontario Review Press,72,1,9780865380837,10,,1995
21469078,Henry Holt and Co. (BYR),144,17,9780805099287,3,,2015
21469072,Henry Holt and Co. (BYR),40,24,9780805098396,3,,2015
4188544,Blackstone Audiobooks,,1,9780786143962,3,,2006
981528,Beacon Press,144,21,9780807068694,11,,2001
7727053,eIghT-pAGE-pREss,10,22,,2,,2006
3381204,Ahsahta Press,120,15,9781934103012,9,,2008
20605839,Thread Makes Blanket Press,275,1,9780989747417,5,,2014
1270881,Scribner Paper Fiction,576,30,9780020556503,6,,2008
6282205,CHATTO AND WINDUS,64,14,9780701137588,12,,1994
20660972,Pre-Textos,275,,9788481918083,,"1st edition, Bilingual (Portuguese-Spanish)",2007
1161871,HarperFestival,21,1,9780694012084,3,,1999
213050,University of Oklahoma Press,398,15,9780806130576,9,,1998
32502140,Hachette Australia,179,10,9780733636400,5,,2016
6310903,Digireads.com,168,1,9781420932041,1,,2009
60953,Mariner Books,96,15,9780156687454,3,,1976
4758896,,70,,,4,,1980
26847167,,,,,,,
232331,University Of Iowa Press,124,1,9780877455806,2,,1997
345688,Penguin Classics,448,31,9780140422504,8,,2000
89221,University of California Press,360,15,9780520242647,9,Bilingual Edition,2005
21896450,Raw Dog Screaming Press,98,8,9781935738640,5,,2014
804759,Everyman's Library,249,27,9780375413544,11,,2001
15953729,Main Street Rag Publishing Company,72,22,9781599483474,2,,2013
361802,"Farrar, Straus and Giroux",298,30,9780374524784,4,,1996
732183,Avon Books,,1,9780380008124,10,,1982
851814,The Modern Library,672,9,9780679641056,10,Modern Library Edition,2001
543012,University of Arizona Press,272,5,9780816524938,4,,2007
829323,Cambridge University Press,328,30,9780521786775,9,,2009
26868457,Nine Arches,,,9780993120183,,,2015
13042808,Einaudi,213,,9788806187408,,ET  #513,2007
1537971,The Auerhahn Society,,,,,,1962
165623,The Feminist Press at CUNY,432,1,9781558610200,1,,1993
32595037,Harcourt Brace Jovanich,104,,,,,1992
25886768,Brick Mantel Books,95,1,9781941799055,10,,2015
13642602,Random House Books for Young Readers,28,26,9780375867507,12,,2012
265585,Sterling,112,1,9781402745102,9,,2007
23855444,,,,,,,
28954135,Simon Pulse/Beyond Words,272,18,9781582705774,10,,2016
23391139,khtbfrwshy zwr,578,,,,chp chhrm b tjdyd nZr khml,1992
8432056,ABC Books for the Australian Broadcasting Corp,270,,9780733322907,,,2008
13591874,Alice James Books,80,18,9781882295975,9,,2012
13591873,Alice James Books,80,4,9781882295944,12,,2012
439821,Louisiana State University Press,335,1,9780807123218,10,,1998
9957628,,,,,,,
6405509,Graywolf Press,200,27,9781555975449,10,,2009
564328,,,,9780932716491,,,
12900518,W. W. Norton  Company,208,2,9780393081657,4,,2012
3147587,Harmony,111,24,9780517585078,9,,1991
7847025,New Directions,,,9780811212274,,,1993
7454787,Mississippi Review,61,1,9780984265220,1,,2010
8676971,W. W. Norton  Company,77,31,9780393079074,1,,2011
931087,Green Integer,140,1,9781933382661,2,,2007
94578,Random House,398,12,9780394719856,1,Vintage Books,1974
2713,Penguin Classics,611,26,9780140150810,5,"Revised Edition, The Viking Portable Library #81",1977
2711,Houghton Mifflin,1327,12,9780395290316,12,,1987
2867100,Marshall Cavendish,303,,,,,1987
1297869,HarperPerennial,,2,9780060904791,1,,1977
22772399,Headmistress Press,48,8,9780692237557,7,,2014
28430838,Penguin,203,,,,,1973
13518383,"thrn, chshmh; 1390",102,,9789643629632,,,2011
16940,Blackwell Publishers,182,20,9781405151412,10,,2006
906109,Spoon River Poetry Press,,1,9780933180888,12,,1986
849912,W. W. Norton  Company,340,17,9780393008678,8,,1977
77920,Bloomsbury Methuen Drama,208,20,9780713683264,2,,2007
1415712,Yale University Press,,,,,,1961
26889688,Persea,120,3,9780892554737,5,,2016
32727985,,,,,,,
20505665,"mw'ss@ mHmwd drwysh , l'hly@ llnshr wltwzy` , dr lnshr",94,,9789950385054,,lTb`@ l'wl~,2013
13575743,Albert Bonniers Forlag,57,11,9789100111533,4,,2006
226298,W. W. Norton  Company,416,17,9780393323870,3,,2003
23658245,Monster House Press,40,1,,12,,2014
61274,Dover Publications,96,30,9780486246079,11,,2011
1285434,Red Morning Press,63,1,9780976443926,11,,2006
19302265,Texas Review Press,80,27,9781937875534,3,,2014
18401496,The Macmillan Company,152,,,,,1970
47164,W.W. Norton,3072,1,9780393925319,10,8th,2005
47163,W. W. Norton & Company,3072,4,9780393925326,1,8th,2006
47160,W. W. Norton & Company,2930,1,9780393979695,1,Abridged,2003
607614,,575,,9781566199636,,,
47168,W. W. Norton & Company,1104,22,9780393927207,12,8th,2005
36126998,,,,9781943735242,,,
